Frequency (Hz),Amplitude_dBFS,Phase_radians
313.0,-59.5466877310643,-2.6885849475109085
313.5,-55.691230424644544,-2.158781096636657
314.0,-67.18034782520415,-2.528331347816952
314.5,-52.11114621012702,2.5071492892091793
315.0,-54.56874942761018,1.2586915245477892
315.5,-60.795703791523366,-1.2768570637563028
316.0,-55.6526030010058,1.9634266301135384
316.5,-64.50382327556457,1.0791833505631623
317.0,-59.85307504032668,-2.438712288905
317.5,-52.32071300457107,0.7376056199304718
318.0,-61.085467911307205,1.9893264492546632
318.5,-55.00786061515881,2.2342319750556316
319.0,-57.488131921288186,0.6424935653573961
319.5,-53.79124137495036,-2.680775981764566
320.0,-56.75683027803728,1.8953447044788934
320.5,-52.6070110467669,2.1996705075681433
321.0,-58.856577245604555,1.0410981389635523
321.5,-57.934047237868775,-2.0434082043158464
322.0,-50.6405265916959,-1.7007238708848262
322.5,-54.92995143258672,-1.1639266562109345
323.0,-55.383058306718624,1.91266699683191
323.5,-49.449492639708396,0.8653233955767807
324.0,-52.86992779100356,-1.6347912653106942
324.5,-59.965725473909515,2.0762939693211733
325.0,-58.67173775713313,1.9727226807111198
325.5,-54.8611778159211,2.8060079102818767
326.0,-46.70165326703216,-3.071044331427601
326.5,-49.440912158718994,-0.11576775952374418
327.0,-48.067416434670626,1.4924338727656572
327.5,-64.70916924498829,-3.002127398225708
328.0,-54.42860959814141,2.363639536545535
328.5,-45.72330471920917,0.5925858989741387
329.0,-58.945279199906125,-0.49881344861513044
329.5,-54.972240102939494,-0.5234634312984237
330.0,-52.56061161494058,-2.9349730932622164
330.5,-67.99466558565643,-2.6438128838664587
331.0,-57.73656907763482,-2.788070541767478
331.5,-40.12893900693438,-0.4765337780180862
332.0,-40.678606824731474,2.8220982797862093
332.5,-44.54217655527306,2.8921556846875034
333.0,-55.359404858920485,-1.1978499545362977
333.5,-49.18264921205918,-0.5862425485124789
334.0,-44.548540140345224,-2.250163359168578
334.5,-44.61865352563004,-0.17605163655882825
335.0,-40.327580809885035,-2.7117997919266883
335.5,-47.11173235647321,2.6176173332637105
336.0,-47.76991088286928,1.522359606076706
336.5,-48.811131755669095,1.933967841034756
337.0,-44.292437045284274,-1.7041596608522047
337.5,-51.81353538983263,-0.045557361362276505
338.0,-43.89789888890577,-0.18619890929434083
338.5,-52.09562760958343,1.2327310351916139
339.0,-47.40099322458077,2.153999781563748
339.5,-44.97286397806416,1.515442385793294
340.0,-43.617380665066236,-0.923206510869404
340.5,-44.21478999293796,-1.1104711127676425
341.0,-40.77337627863621,0.5722172455468325
341.5,-41.34766220524575,-3.120480612854972
342.0,-43.69532011190777,-0.9877929300366896
342.5,-53.29186479709273,0.7921887128037076
343.0,-45.77437222217605,-2.7983023513891383
343.5,-35.36268711408999,0.5264963948650594
344.0,-39.47116118007875,-3.0159660531128067
344.5,-38.32206208375798,1.4520041720932153
345.0,-50.323115685030196,-1.3316294024315163
345.5,-39.289899847017466,0.5640383160199658
346.0,-40.011002359047836,-0.6182108413136425
346.5,-42.728033842084656,-2.3726970696961187
347.0,-45.41860338357221,-1.2090477490336669
347.5,-44.67914565511403,-0.2819210877837451
348.0,-39.400496707561814,0.8771768899023277
348.5,-35.769235053749505,1.5805522106393748
349.0,-48.755090034693744,-2.996155774429258
349.5,-38.645145722239576,-0.3727584867159097
350.0,-40.88118356925613,-1.4831868200407055
350.5,-38.41130839155,0.3065868272772339
351.0,-39.05389685491909,1.9486316191837472
351.5,-35.40917630061364,-3.0722428593261553
352.0,-52.312031452745416,2.0078266246824
352.5,-33.3966511334736,-2.1810977567790246
353.0,-36.58015111839412,-1.3871255877204447
353.5,-37.92528848027225,-2.5982742198261777
354.0,-38.0187350432786,-1.4587124047027165
354.5,-40.59344375927562,2.1509872870706466
355.0,-46.18140315489405,-1.1453862882511616
355.5,-35.826848106229924,2.456689067456471
356.0,-47.16164171895025,1.4082485734889203
356.5,-37.99941228301287,-0.1408590357508197
357.0,-41.9773998231813,-0.6000449757681067
357.5,-43.91385653138141,3.065710298354718
358.0,-36.67852498915575,2.9719263089091736
358.5,-36.14881174950281,2.2319824552967575
359.0,-38.219789701161766,2.768375371808673
359.5,-37.37726296472333,-2.0323247266412485
360.0,-40.00263800993423,-0.044049660469015345
360.5,-33.54657900806491,1.9933026014568371
361.0,-39.832267451045425,-1.1000701334879062
361.5,-31.489374884478604,3.1336239832977473
362.0,-36.65926944942487,-1.0917904864889616
362.5,-32.87167724505864,-1.8021285423569833
363.0,-34.11603256798984,2.7617454371798122
363.5,-33.58329875994423,2.2567479936236787
364.0,-35.12064567221765,-2.2411549937150212
364.5,-29.830507546449034,1.2513278617226662
365.0,-28.494113011228958,0.7948434985373183
365.5,-32.230503077773186,0.5024277506779801
366.0,-34.29592482782598,-0.8570893155885682
366.5,-31.981690504249528,2.931645417974609
367.0,-28.00699510476237,-0.03968475803723464
367.5,-41.18338570369644,-0.002736119571952419
368.0,-30.980241236407508,1.8851015104046858
368.5,-42.664289277696604,-3.0485563084181164
369.0,-32.20700833259234,0.11525676594196542
369.5,-46.198373853482536,2.1121361901259887
370.0,-34.01758337032061,1.7643394601647373
370.5,-32.16285836961766,-1.222976287731205
371.0,-35.860030331190906,-0.6022390799441146
371.5,-30.933220111360367,3.0170896844464874
372.0,-40.37400296127613,0.23199079310928122
372.5,-33.55363330721898,-2.1789831495024377
373.0,-37.723021690725986,-1.741588174108682
373.5,-25.079427970677898,-0.15086480339179628
374.0,-24.675558438259984,-1.1091798224097245
374.5,-29.705173514876037,2.4138629434911856
375.0,-28.79952065728031,-0.4093577243173817
375.5,-27.935462989690812,0.9379401577382654
376.0,-29.554815086085288,2.685649388944238
376.5,-31.657155756972113,1.2281363216563523
377.0,-37.08594954003881,1.2961596110703664
377.5,-28.038654196790638,-2.7733719698148356
378.0,-34.22753866862597,2.5193809966873744
378.5,-24.791247876170935,-1.9869724392876815
379.0,-20.871388895424218,2.3267940526884483
379.5,-35.45863023457795,2.5516405239573587
380.0,-27.75435680107103,1.4473165874601421
380.5,-40.80792392599248,1.1205265150934778
381.0,-23.309032014125755,-0.1141032511340807
381.5,-36.433344201381566,0.6570022296207617
382.0,-26.29504037010126,-2.9301242298855574
382.5,-26.432546818570888,-1.2384693935223023
383.0,-24.057040194561594,-0.06534489844423916
383.5,-35.40786237665034,-0.7910121423176032
384.0,-24.69905008434162,-2.279007857619071
384.5,-22.289871077475194,-1.7548604418132958
385.0,-27.206298106339176,2.5024849548338115
385.5,-24.227020688199417,2.0349295426716245
386.0,-20.73489470763368,1.8826668325441667
386.5,-27.19326601494423,-2.9126389455716715
387.0,-18.450760509745493,-3.1198446720510917
387.5,-24.572999112083096,-0.40357688272597714
388.0,-35.811748687296976,-0.14479324932343587
388.5,-32.08536362042452,0.49257151855640635
389.0,-18.127238919307246,1.8483768514313472
389.5,-24.415490429083047,-2.280251311748596
390.0,-27.023931726013775,-1.2711528768584912
390.5,-19.46544683274233,0.5993952589659041
391.0,-25.092742861321312,-1.868045853734556
391.5,-35.316413025672084,3.062177765421904
392.0,-32.31813540831212,-1.0963608297957665
392.5,-24.67653416051535,-1.1212787477812054
393.0,-39.95103446311125,0.6252758030859755
393.5,-25.553970567566267,-0.5586427296110026
394.0,-22.41340381549497,2.1599638799684358
394.5,-32.87503934344624,2.389291107773755
395.0,-19.700857831106305,2.1531108722706533
395.5,-23.943799630699303,2.693846190958731
396.0,-21.634789620764746,0.25785663007758364
396.5,-24.114212630980557,-1.3578272091877042
397.0,-25.33655037933834,0.5056156313116014
397.5,-25.40323551952218,2.9329417576305845
398.0,-29.29018703429651,-1.7173746429966046
398.5,-23.361743314781968,-1.4675595984154721
399.0,-27.13604680714817,-0.6859371882412992
399.5,-30.03547442124947,-2.5607620755676606
400.0,-26.85721841740403,-0.3682427200452888
400.5,-17.548715929473467,-0.7075369304905382
401.0,-21.360843004381454,-0.49545311644714174
401.5,-34.83394766982981,1.747957774108089
402.0,-18.63818011547252,2.8464665784756242
402.5,-25.624435664723222,-0.3011868958716823
403.0,-18.36538992588875,-0.28230901217431537
403.5,-14.916080719183002,-1.7690327901058278
404.0,-19.564378472044808,-1.8333889080040986
404.5,-28.161114430579847,-0.9319621986316002
405.0,-19.020397163680997,1.3710947248153484
405.5,-21.969148365047346,-2.7878673402242673
406.0,-31.46789694538775,-2.3558182973747286
406.5,-17.840702786936788,1.3860742344229353
407.0,-17.42545160681648,1.6713705209847842
407.5,-23.025486026510308,-2.6368857559271004
408.0,-18.544495878596663,-0.3820866101979917
408.5,-14.762365637147742,-0.9040680593908856
409.0,-22.838657913497194,3.042012825338721
409.5,-30.722630529767372,1.8330799325651155
410.0,-20.705778448477737,-0.6496061687351011
410.5,-14.596665950649443,0.7070649573528687
411.0,-18.63423395054306,-2.4622721172388458
411.5,-26.301282097027496,0.02289131725467458
412.0,-23.432964291202317,2.8531492510830483
412.5,-19.941629887502824,-2.316728506643105
413.0,-15.880719044920301,-3.1218847415955917
413.5,-18.50035609460011,-0.33519910215574233
414.0,-23.457312630739573,-0.858857766827605
414.5,-15.744450251396733,-1.2270900290162738
415.0,-13.732262547036289,-1.7948471394474477
415.5,-14.962285039564492,-0.48890379408466955
416.0,-18.63714204601837,1.8893377077761813
416.5,-11.889662410982611,1.0468416040775341
417.0,-12.387507837012476,-1.5891073311007926
417.5,-16.132363637025346,1.7611936798504857
418.0,-18.46909961716076,-2.9166929343558023
418.5,-12.808219242098332,2.6158842649818848
419.0,-21.33638781673284,0.7863918511043634
419.5,-12.136006957917491,-2.963051229670312
420.0,-13.06605180159262,1.0811307550256497
420.5,-20.820483852737055,2.0628993330904066
421.0,-13.144389199741664,0.8024262153645443
421.5,-11.564731375365671,-0.3307737331819063
422.0,-13.152512021780245,2.47477880997763
422.5,-36.58917370087928,-1.9309627155167082
423.0,-9.113845191297452,2.4352467019951938
423.5,-17.672074631454336,2.118265467387562
424.0,-18.806525633390148,-0.3261590483571827
424.5,-24.968094612162655,0.18162026572463164
425.0,-17.724288648558982,1.3199998115260108
425.5,-15.05614422906424,2.1039218699136817
426.0,-26.652044815529116,0.08424975119336761
426.5,-14.315118915938939,0.7580767065313693
427.0,-15.28588296464317,0.9095579688778856
427.5,-12.103408038002017,0.059885253313801276
428.0,-18.301879442878636,-2.4872920889118664
428.5,-15.031349758456079,-0.18597186816642233
429.0,-21.53510714220822,-1.3686058240618422
429.5,-14.773803453141852,-1.5217287860976945
430.0,-19.05160494441946,2.029769220051394
430.5,-22.735478403891864,-1.6651944058786383
431.0,-4.70999509905362,2.707927631844934
431.5,-9.55223888015971,2.6941334326409767
432.0,-10.47202862163623,-0.5025470874480499
432.5,-12.651586843105257,-2.6047911198522957
433.0,-21.83780353478999,2.822336570838192
433.5,-13.425572031738353,-1.3253773056800466
434.0,-6.503188694037306,0.6719372137650701
434.5,-15.389885920464666,-3.0122530034678987
435.0,-11.604544730785332,2.2647395304310876
435.5,-17.308264172504305,-1.2683461801323643
436.0,-8.264074474758154,-1.2038322418064193
436.5,-9.616781176568164,-0.9026411039018888
437.0,-21.48478351610973,0.4502584818116191
437.5,-13.163241734087983,-1.4388698805496727
438.0,-13.42942860455878,0.3808516037945137
438.5,-12.50001180788145,-1.8065887350291832
439.0,-6.803149977446717,-3.070260649224422
439.5,-21.279017469420776,-2.4237215341856353
440.0,-13.78515242990913,-2.5398519345136394
440.5,-9.089840857637974,2.2787245715840196
441.0,-3.8538628711714744,1.3376079655030821
441.5,-7.033251218047555,1.3719944954739474
442.0,-23.26319805812006,1.9247926638590094
442.5,-31.8054979517187,2.480851210560354
443.0,-21.96188500796628,2.774892809059551
443.5,-7.31189095161327,-0.11667564144454921
444.0,-19.13589081054601,0.147911785599821
444.5,-17.493030900848932,-1.8064412345230514
445.0,-12.030803630460355,-0.5496718904724021
445.5,-14.362368509859495,-2.149173296810084
446.0,-20.722226938109145,2.223692863768746
446.5,-13.642756953609227,1.806074629973534
447.0,-8.87653297580831,-1.6139334293831316
447.5,-6.2747074811518235,-2.083434043232427
448.0,-11.145371806620997,2.882997719924363
448.5,-4.933190382861768,2.53095707844403
449.0,-7.4139743068721415,2.2789283980940462
449.5,-23.73771254095533,-2.691899069639601
450.0,-7.827085564957878,3.1103540506566296
450.5,-14.676199730920347,0.7763549709234718
451.0,-6.4754430039898825,-1.7509127340348662
451.5,-10.76435112094996,1.4044853291612678
452.0,-8.92885071169032,1.9592979825649242
452.5,-14.073751858468,-0.614449735237217
453.0,-10.995709033085575,-0.20695645356015246
453.5,-10.444902046712087,2.529490295185483
454.0,-5.478904060907965,2.827611635290797
454.5,-1.5285167689814032,-0.7620855792961732
455.0,-13.658887096373666,0.7777599169334392
455.5,-18.055069989954696,1.6865786320094724
456.0,-4.874422716575038,-0.8845831101829271
456.5,-13.701016759305665,-1.6671916902733075
457.0,-25.568349710314244,-1.4595997959827713
457.5,-16.55706252139327,-2.144479046158513
458.0,-10.4015397989511,-2.3031324957349253
458.5,-6.792477994576901,0.9394110337484284
459.0,-17.14263571192046,-1.3209169407898798
459.5,-22.56537240756357,3.0508939676283906
460.0,-8.87100788552204,0.25473679802697113
460.5,-9.262701909484907,-2.5085994790533443
461.0,-6.668261744113081,-2.054571193504655
461.5,-19.211156552645406,3.021232461309457
462.0,-20.254857926264297,-0.6382698456603616
462.5,-14.56081423025089,1.7226495036272995
463.0,-7.535245451555887,-2.9629278048939014
463.5,-15.88646955494375,2.560036620430526
464.0,-4.353915788556118,2.763059130739817
464.5,-9.447302729274647,0.1277668616770889
465.0,-8.746479001674539,0.495290170145742
465.5,-7.374974272051869,0.5467619655104107
466.0,-7.827915296233233,2.214648950528923
466.5,-10.387574873158007,1.5759340664026487
467.0,-12.184504802537507,1.9136607117281026
467.5,-10.641298612040854,2.4074848583790325
468.0,-16.739969144622723,0.5295621577871751
468.5,-8.959913907576821,2.271934102135808
469.0,-10.397188388578225,2.808860441374418
469.5,-6.862721852402554,0.9398776084238033
470.0,-16.503346580076645,1.1459922227311556
470.5,-25.26100760635098,0.23189301899735604
471.0,-11.748785615966877,-0.053616888042565876
471.5,-13.012360431015793,-2.148997931179621
472.0,-4.017294315941577,-1.1985726882686967
472.5,-10.764549092811551,-1.1759887887370881
473.0,-10.59434900727485,1.9675835104106822
473.5,-9.179715319132498,2.6124029117192507
474.0,-19.85847082555306,1.859447958052793
474.5,-9.406470170220144,1.823853530356839
475.0,-8.724523838858438,-2.2727201058883697
475.5,-3.100639193254226,0.3644106733930314
476.0,-8.840107432853129,2.4592979348458774
476.5,-4.873176077257418,1.1589431281655431
477.0,-21.21409202619757,0.706073728930556
477.5,-8.638359819223004,-0.8303593597168363
478.0,-21.845887625009045,-0.41655143057324595
478.5,-11.467932280427624,2.4776080272186443
479.0,-19.264063731477748,1.850766016585416
479.5,-12.54440796315043,-2.5741017582273846
480.0,-9.677504747504516,0.19650286209481485
480.5,-2.845375121311651,-2.6465308353648602
481.0,-5.207235643278711,2.984008127112483
481.5,-16.07860236393452,-1.988198274204506
482.0,-8.9111364690223,2.052459337577159
482.5,-3.0751063792248345,-0.4017273976820186
483.0,-23.421657634205456,0.18418084499316895
483.5,-15.116995784552476,-2.9109617724692467
484.0,-3.9608720314845787,0.8192719835896171
484.5,-10.81867299579143,1.829577414547255
485.0,-6.871283184822116,2.531388058698475
485.5,-10.281542749537769,-2.477780076512785
486.0,-2.5486888449703353,-0.06779086466871323
486.5,-4.0482301066291555,-0.1811141177453128
487.0,-3.615875842624721,2.9681752577023124
487.5,-10.357641245326404,-0.42058352302827234
488.0,-12.156558861184399,-1.0189115349494033
488.5,-5.328284183098409,2.0150726471616784
489.0,-13.277431761377123,-2.3893288579476106
489.5,-7.4513572020583405,0.327437536537635
490.0,-7.8813285626852645,-1.3902147088040666
490.5,-12.747680876855853,-1.401780543053515
491.0,-3.33400872702134,2.5449737653325744
491.5,-8.449554560022285,0.08245091651320335
492.0,-14.616217495650087,-3.119795262274777
492.5,-3.7619970326401435,1.595503369241782
493.0,-8.549065798098797,-1.0086775658459157
493.5,-10.65796341218762,-0.5464446521422168
494.0,-10.896881609932866,1.3866806467686073
494.5,-9.467315136288576,-1.2048718944543262
495.0,-9.212495308243854,1.5075214063859723
495.5,-5.662857698797104,0.23420795754910495
496.0,-7.714326113092516,1.5647519777796914
496.5,-2.9249725586775015,2.9227143425201176
497.0,-3.726270555966461,0.7224961574421149
497.5,-12.07822833981307,0.8106480279102161
498.0,-6.570397647155561,-0.7871294737208925
498.5,-5.141392112038881,2.515612989376915
499.0,-7.50024226859947,-0.14134919279272967
499.5,-9.890510601131833,-3.1164773747035457
500.0,-7.618435059112592,2.545284394100742
500.5,-4.075330450233096,-2.53156594407184
501.0,-11.475196260971519,2.0500832822002018
501.5,-10.90118117346918,1.1927242245175838
502.0,-10.179853139374984,0.7756412291102113
502.5,-7.2452351754939714,3.0084845451214766
503.0,-18.105335413147603,2.2788388011912684
503.5,-22.130791964326146,-0.7988176328800549
504.0,-9.478979841711169,-0.34054535091269456
504.5,-8.090351207563431,1.3891719388874517
