Frequency (Hz),Amplitude_dBFS,Phase_radians
638.0,-29.655067484430862,1.758028409246344
638.5,-33.56755819632156,2.1454878011916447
639.0,-32.789125401531656,-1.1035834257655779
639.5,-35.68039287064891,0.7460684703223656
640.0,-32.41377068863736,2.8940075780907546
640.5,-41.639244720429616,-2.250539379557992
641.0,-35.60164338450722,2.315230033099038
641.5,-34.452801365858775,2.423809163803143
642.0,-39.19820294152974,-1.4353253879454821
642.5,-42.15402888248577,1.4008777697800534
643.0,-36.642329644180535,-1.7517305540717336
643.5,-35.68644052717764,-0.337450967084069
644.0,-49.41327997648592,-2.81327219525004
644.5,-34.19375474543468,-1.7522912184815396
645.0,-39.84817117556756,-2.4142835462257346
645.5,-42.63111612867278,-2.648100660943157
646.0,-38.91740234470372,2.6134610805894365
646.5,-34.951503126173286,2.8556799308493876
647.0,-35.9930211431054,-1.5997982249784097
647.5,-39.65734510933424,2.213341894416144
648.0,-48.01775245323591,-2.47234889448105
648.5,-44.437362160655375,2.5573246284758575
649.0,-37.223861374519984,-0.7178398193228309
649.5,-52.22268251435303,-2.153774730001038
650.0,-35.915276917724455,-1.986322166325856
650.5,-37.7381207013508,-2.338365156323384
651.0,-35.581431328016635,2.9361006352468433
651.5,-36.16850978497922,0.7036732904313714
652.0,-39.743780396239345,2.372843289557243
652.5,-40.125645924663715,2.8231391735582845
653.0,-53.42870126724597,-1.5601914529294292
653.5,-49.1525895858335,-1.9171806298646017
654.0,-37.92193261523516,0.3347261239106375
654.5,-40.84390117973845,1.1129048764648632
655.0,-34.871142028418575,1.8724263780678032
655.5,-41.679238087276985,0.42045526584009146
656.0,-42.10050831780858,1.939792005962444
656.5,-44.92390105841281,1.8706668103658919
657.0,-40.79921825120123,0.7565215076069389
657.5,-37.29145018479024,-2.936677114552103
658.0,-41.73028732731939,1.816713319027085
658.5,-44.342241448200525,3.1198454375005826
659.0,-49.307770230900864,-2.2507034918608846
659.5,-45.59021992303448,-2.945113940353459
660.0,-46.8795711202566,-1.088433330727059
660.5,-58.35215511652126,-0.09220868081670018
661.0,-45.093109273900595,-0.004438740962101917
661.5,-38.59408812799698,-0.8699149126846731
662.0,-52.43323242766142,1.3990152609459099
662.5,-38.07188930879822,-2.587992191498968
663.0,-50.463856058688634,1.2410251876597955
663.5,-45.799396834831626,1.468474694749435
664.0,-47.06439576292668,2.952730697613276
664.5,-56.57127510235781,1.8503793013932743
665.0,-63.99460594910401,2.260977316740145
665.5,-42.14184404396568,2.5178349050849715
666.0,-44.829837408552336,-2.518862019793601
666.5,-41.34186032997895,-2.8177298402995494
667.0,-49.36504915083036,-0.2213430497539109
667.5,-43.796418929215776,0.19353752247648914
668.0,-60.67555003053971,0.9862134307662729
668.5,-39.948948668530534,1.4619945363304951
669.0,-47.719364317418865,-1.80553271789226
669.5,-49.11409629381624,0.5651754434895786
670.0,-45.42642213134811,-1.5145289417742878
670.5,-45.69827265065473,2.4379747625725026
671.0,-46.42422825119671,-2.447631394900453
671.5,-54.834403191708425,-0.9085523866065122
672.0,-43.95070338077839,1.7458673497717503
672.5,-46.342335973929025,1.656656297598093
673.0,-49.420762538808766,-2.3164230945547093
673.5,-53.60323361128282,2.4514238552065186
674.0,-56.33056452018141,1.2809841539941351
674.5,-51.41763428025907,-0.4478617321965793
675.0,-50.11249027193622,1.3910804476578034
675.5,-49.657141177277055,0.4991994088472649
676.0,-49.08530591505549,2.851313492316537
676.5,-51.637514853429145,2.477279245965525
677.0,-45.57249965358925,2.628617466936132
677.5,-55.68782038778175,0.9210016916861546
678.0,-59.063799708642186,1.5743929265220489
678.5,-55.62999783868291,-2.5175231791543013
679.0,-47.43202974861145,3.135853393878021
679.5,-47.09053250483863,-2.2878214553971334
680.0,-52.50835047537926,-2.7240260815870596
680.5,-47.80741582509335,0.17264551357882663
681.0,-49.69489866880746,1.1786367175174037
681.5,-49.68539160699145,1.7257076378208636
682.0,-63.911896307113096,0.9669383801595836
682.5,-56.31967814822494,0.019934550319225943
683.0,-57.9635901797807,1.9319745709297973
683.5,-51.540347156057464,0.7705179429371991
684.0,-59.078359506961,1.8204482704331595
684.5,-55.43996982443308,1.8135615112167778
685.0,-61.3315045581473,-2.2870211937479126
685.5,-59.91536886730238,3.1224385383356954
686.0,-57.59663942055169,1.9986195598710645
686.5,-49.86873894425035,1.8379546284335369
687.0,-61.40820036321789,0.9972428358703401
687.5,-66.51169202993024,-1.6831711743514401
688.0,-58.326303232329806,-1.33668774440333
688.5,-52.06157125377504,-1.4371277522408448
689.0,-58.44166722695512,2.1741443129847697
689.5,-54.47912984826288,1.2317390025850357
690.0,-54.63561188756333,-2.0254111952779974
690.5,-59.48267042917173,2.8567880323134656
691.0,-64.12977964655059,-2.4522221947926757
691.5,-68.11887857299193,-0.07839743655247376
692.0,-55.25947328861424,-0.6648767676323215
692.5,-62.75469752919322,-2.4206168964811927
693.0,-63.31979156797263,2.5607037382166182
693.5,-57.023871350290975,1.2825058511691407
694.0,-55.55979864639154,0.4164546556681297
694.5,-55.96026154308487,-0.7851900464283802
695.0,-64.31154785580775,-2.943068041987021
695.5,-78.63049119145785,-2.479543306987372
696.0,-65.32536878282724,-0.578330953462851
696.5,-66.31097783696345,-3.0970244906148285
697.0,-66.16157924131454,1.3999319995710962
697.5,-56.97544784820433,-1.7795540572851754
698.0,-68.84885655049311,2.6607359155947234
698.5,-67.21527250224662,1.0960947920609418
699.0,-64.19369585695824,-3.0427130922508936
699.5,-61.05959936273639,-2.020103211403228
700.0,-62.149123489281884,-0.611429274882699
700.5,-74.49162132729789,2.044610754784964
701.0,-57.241335065922286,1.8592548915255116
701.5,-72.01308363839655,2.2891978334239567
702.0,-71.16511535111782,0.6586606542715594
702.5,-71.05341086131803,0.9310101846229081
703.0,-62.48359335791499,0.4211404818593664
703.5,-62.88647887111958,2.766830125433068
704.0,-66.39683227376771,0.14213822602001086
704.5,-70.08807097487721,-1.1761099327446567
705.0,-67.53654365805258,0.5599697655795444
705.5,-69.70060350954387,1.291744439134627
706.0,-63.79881518642484,1.4654201675031155
706.5,-67.97467857662541,-0.48213903448289314
707.0,-62.101132731995385,0.18591586025773593
707.5,-63.47808570655205,-2.808984202251638
708.0,-70.18485688716436,-2.8758669151653975
708.5,-72.44179153969279,-1.0218560849765106
709.0,-68.22321116384346,2.828353088076633
709.5,-70.73578569261835,-0.8135718333860716
710.0,-74.38627542913486,-2.2216558693900024
710.5,-84.214136765998,2.370693597534071
711.0,-70.74607302364589,-2.4133913962118494
711.5,-66.28591376546731,-3.0534590614122794
712.0,-71.96090784374141,2.896515022534023
712.5,-70.55430131315572,0.905564314809405
713.0,-74.80088567989776,1.6523047872955658
713.5,-68.83923352036376,2.2001316070605967
714.0,-73.75759983473475,2.84539306635361
714.5,-81.329513935866,-1.2553747533846806
715.0,-79.70800828227492,1.0439013448280396
715.5,-75.47633072001597,1.3782281735819415
716.0,-69.21748687703521,-1.744037173590823
716.5,-69.28542658633478,-1.0074900882088722
717.0,-96.0949336730815,-1.2697996007366934
717.5,-69.78504676488507,-0.5403393420214273
718.0,-74.78881634872153,-1.1286479321460638
718.5,-78.00509989321709,1.5484897980765335
719.0,-72.4557835651647,-1.7122857625521444
719.5,-68.07385880534162,-0.5717903872241644
720.0,-74.74974109741729,0.8438729703350294
720.5,-79.16173149066925,-1.5310477165052303
721.0,-75.20199218883535,2.698662882036398
721.5,-78.32217269402283,-2.90069401747656
722.0,-85.80249622772385,0.30813893645395596
722.5,-81.78323488924326,0.024665626392222702
723.0,-73.2301142553939,-1.029472485234751
723.5,-88.38735939790382,0.10722591510715081
724.0,-77.4971460305092,-2.3447608834731977
724.5,-87.65517602590874,1.705496531589187
725.0,-87.6868039411828,2.486517731937623
725.5,-79.05728629588003,2.0819490767698423
726.0,-85.62486256713278,0.3364988751804711
726.5,-89.53476738984426,2.7216369473067044
727.0,-76.08046114411691,-0.6583298619924328
727.5,-87.35226723979031,-2.778402776930623
728.0,-89.42245446389296,-2.2057358966267944
728.5,-88.80402457660843,-1.2113847621271654
729.0,-83.90773604623028,2.922823500205769
729.5,-77.25368688595847,1.0248437093522353
730.0,-92.93657323239906,-2.492560942554481
730.5,-83.1439453483743,-0.5835505666595402
731.0,-83.9687608565489,-0.8551367775998293
731.5,-83.74645617304014,1.5142700714364643
732.0,-85.17540127399464,0.6767682769653529
732.5,-85.78670677025778,1.0146634588353158
733.0,-86.37869828573409,-1.1352082342854621
733.5,-86.8178091293354,-2.0753042141135283
734.0,-86.9774752527006,1.2876145806228734
734.5,-86.22522907898062,3.06901425651391
735.0,-81.62942215675946,1.2961101936329034
735.5,-84.70109183462071,1.9470239607954165
736.0,-88.97816813968738,-0.030998081945585152
736.5,-83.64538834631135,2.365291126464682
737.0,-83.40749298075079,-0.5661543171602703
737.5,-93.31655200821628,-0.954398452558157
738.0,-84.74182426482238,-0.15785608764638856
738.5,-89.5657582541674,0.19535200729672508
739.0,-88.81290818679936,3.0271664270623617
739.5,-87.95258071074821,1.5062716298782333
740.0,-88.14470318565444,0.7649337238846711
740.5,-85.8943424507545,2.13485003833008
741.0,-96.3286921138806,-3.0922673385675647
741.5,-94.57261588572975,2.5386416337160247
742.0,-95.839395220901,3.1371464087736767
742.5,-86.94346046093287,-2.5663580468428524
743.0,-90.46986672533717,2.132394033026691
743.5,-96.96501204960641,1.7989656363541902
744.0,-98.0643361821145,0.5257239302562888
744.5,-86.84096700741168,-1.2483115960943822
745.0,-98.20961287272503,-0.2882040797572835
745.5,-98.07592907524693,-2.7958034977711117
746.0,-96.98769353571608,1.0071956612439845
746.5,-91.00259458781919,3.0581950869760983
747.0,-99.53472761374242,-2.665549727793678
747.5,-95.66867181253954,2.454822977122371
748.0,-116.0776057957267,0.6667992853276637
748.5,-93.17094024898024,0.28367779444025587
749.0,-98.21900974685815,3.065737921751842
749.5,-109.35203086791932,1.9791257337922574
750.0,-98.47239666410736,1.511001170141193
750.5,-100.60154663409932,-0.09080194711936566
751.0,-103.95872748542331,-3.0735465495286487
751.5,-94.0111055441009,-0.7129988515040362
752.0,-101.10116001892916,0.3902313982358887
752.5,-102.23779505818639,0.4322645543805045
753.0,-107.11603186494686,-1.8468448048101946
753.5,-93.83938026243085,-0.941013832999434
754.0,-102.99153772855009,-0.13564342546066147
754.5,-102.80661627927054,-1.3354523116934096
755.0,-97.31543692114656,1.419329737818215
755.5,-102.15911734530266,0.22903773771617178
756.0,-103.86368665997729,-2.9080464938253026
756.5,-110.97248836314272,0.5889859472034303
757.0,-115.12685208794926,-2.447170769310926
757.5,-100.15288882566212,-0.8880746555646046
758.0,-102.52642775140218,-2.5615319476621226
758.5,-108.88724567857956,-1.9983742996804723
759.0,-102.46126549264012,-1.7978297383440576
759.5,-99.25682314160895,1.2955646249508177
760.0,-106.88040285892356,0.9513302105347622
760.5,-110.76586479263555,-0.6837792692994241
761.0,-102.64506040279925,2.864790025128817
761.5,-101.2285009047408,-1.2723488827275522
762.0,-100.14355611520085,-1.6940431304770938
762.5,-107.88100688178238,-1.2058697477077218
763.0,-118.59038134200105,2.6328686292722225
763.5,-119.55623922766998,-0.7633514664110429
764.0,-109.68355151196369,-1.0845445011692174
764.5,-127.30813167074561,-0.46740026198330875
765.0,-105.8169524657084,-0.9300791374669234
765.5,-111.56887621315374,-2.0353722328741792
766.0,-112.85221388232637,-2.4849329943880494
766.5,-103.59454114176044,-2.6470726331643477
767.0,-111.73500621754805,-2.9129230237923753
767.5,-111.30596485618916,-2.500526702859979
768.0,-110.56385000646024,-2.9040144127320366
768.5,-112.27550538578893,2.6207717898309464
769.0,-114.2902153072558,-1.46855955515489
769.5,-108.64184091034161,-1.4748877203572581
770.0,-112.82506155219852,0.26465841361034154
770.5,-109.93729895269453,-2.7415212624977645
771.0,-118.83347171033284,-2.3269727322618485
771.5,-111.47358287092906,1.4141865902032646
772.0,-112.6777187224586,1.976223968242406
772.5,-115.10371657962804,3.0646346375629574
773.0,-116.33340561318965,-2.7036879997691576
773.5,-118.8437399446517,-3.066646771702841
774.0,-115.29792233905962,-0.9047948417589585
774.5,-116.68025401552461,-1.559002829918161
775.0,-111.86753692130623,2.407996624910219
775.5,-118.17124784600638,1.1923902571117955
776.0,-115.46761043826855,0.045292606026870436
776.5,-131.4993847527249,-0.06752962643992133
777.0,-111.55831901803342,1.2346587652177783
777.5,-115.1647076199508,-1.9620375183722896
778.0,-116.28506928191746,-2.4183478034459864
778.5,-116.95788825056113,2.0066625360533403
779.0,-119.55453348663795,-0.5727444557869147
779.5,-119.21429585135017,-2.288939583964468
780.0,-115.8251369380076,1.2788368586436056
780.5,-124.14809721792666,-3.090846030090389
781.0,-121.00973532884412,-2.0096656223459948
781.5,-115.5368771171363,0.9723195338206205
782.0,-122.22156149882879,-2.734332504773345
782.5,-126.49782407317362,-2.4779665591665982
783.0,-133.6458998269887,1.9955153167938215
783.5,-134.640889844172,-2.8291796727293708
784.0,-128.36234187454272,-2.2865644464020165
784.5,-120.83693493684788,2.205980042916291
785.0,-128.87263576854644,0.8091326736105418
785.5,-121.70101240436477,2.778836533125129
786.0,-124.47646491216354,-2.602632301854526
786.5,-131.04662118454942,-0.34773342834300697
787.0,-122.26942629598783,-0.5049338958727194
787.5,-131.34069200427086,1.8320353600648132
788.0,-126.43760663146227,2.187480339694314
788.5,-134.7412878237343,1.1110523843689366
789.0,-121.40969220829389,-2.104634243915515
789.5,-129.00077093933098,-0.544653078153501
790.0,-126.41248711822419,-0.4222463013858301
790.5,-124.86207755905177,1.1666992531006535
791.0,-145.94220881871217,0.44465578696733865
791.5,-138.81577089231365,-2.6687341220662093
792.0,-132.32860474644914,1.8009272954007103
792.5,-127.94908211231817,2.5334509384237522
793.0,-129.64007159093393,0.5838998359688423
793.5,-128.15327490904167,0.9608683017819111
794.0,-143.71038040114553,1.6399826359559533
794.5,-126.14862742584643,-0.42371624126845053
795.0,-165.05790298833514,-0.2539358132178701
795.5,-133.35983382192174,-1.8524478941294904
796.0,-135.34094186771054,2.083153558538475
796.5,-135.8331404017498,2.2264705274651986
797.0,-137.73489042025636,-0.8095972681621886
797.5,-135.2626077631169,-1.5180666776162717
798.0,-142.30098595802687,-2.0581380920581926
798.5,-131.6703337903308,1.3553350522560021
799.0,-137.9883873029757,1.2884857149540125
799.5,-130.6058988964384,1.424828589135984
800.0,-136.24125289445558,-2.965307692427383
800.5,-137.11463681791875,-1.6634983845391567
801.0,-147.46008689787215,2.6841180885199845
801.5,-133.95816497582717,-1.4688062770758437
802.0,-134.90198781589544,1.5390137796779446
802.5,-144.16476151837765,-0.4322895749982799
803.0,-143.30771819702105,2.9806021703792798
803.5,-150.09007925721082,-2.922975611834875
804.0,-149.4814195306154,-2.7214474053226403
804.5,-138.45304978329787,-1.3356331566022976
805.0,-143.9731186623108,-0.4845046836997385
805.5,-144.15790826553004,0.6200721441330066
806.0,-142.09586756179945,-2.06343826012285
806.5,-144.31855132920714,0.8858718185309946
807.0,-152.3860919437794,-1.2909055983711157
807.5,-136.20578178950382,1.6150457956315223
808.0,-149.46991111565447,-2.9318928041300154
808.5,-152.95653001380776,2.643969449151522
809.0,-151.16203421710867,0.5738542537509368
809.5,-145.36348082047894,-0.8078206402201349
810.0,-158.84332180420807,-0.3849192120469087
810.5,-149.70634197923533,-1.8415321162086953
811.0,-149.14269776657096,-2.458018580559853
811.5,-139.268028631637,-0.8766359913553715
812.0,-150.77585018806917,-2.08743400138139
812.5,-155.23740143328698,-0.03224435617047307
813.0,-151.65448006435125,-1.6405992650635763
813.5,-144.23343600289536,-2.678885589314118
814.0,-144.58836793620657,1.7512011246505563
814.5,-148.15178448963871,-0.9198509390259383
815.0,-151.2083292803478,-1.6494896558326935
815.5,-152.0007874529156,2.898117928210411
816.0,-149.33064875987878,2.2493958762208006
816.5,-149.31186926126455,0.05210394349800822
817.0,-152.4409310589775,2.9222900444839284
817.5,-165.1102130795628,1.4102879948205507
818.0,-153.9675529976733,0.16294262062595533
818.5,-145.21003932713208,-2.6087483137384115
819.0,-145.1420171568243,1.6681090349083787
819.5,-158.7190067256782,2.8145266802416735
820.0,-156.41374488158746,2.1318529724405826
820.5,-161.81893558202816,2.3083385203952025
821.0,-157.30657484683184,1.4551940900892717
821.5,-157.48161054421874,0.845746902957042
822.0,-157.2902158239392,2.9994369899915148
822.5,-159.9919496886024,-0.1524225867709279
823.0,-162.11065638631086,3.107126114529873
823.5,-154.03634919207124,1.6900294109346505
824.0,-154.18509201211916,-1.5303789724673036
824.5,-162.59085453610086,-2.754267810053542
825.0,-157.00226624362122,0.3309776536624688
825.5,-156.8091742187053,-1.1801543583788539
826.0,-163.6871843169135,-1.1442353214915837
826.5,-156.85023601995545,-3.008538803215844
827.0,-161.53066280217837,1.5911883419781612
827.5,-158.41632033190817,0.9605200062716993
828.0,-155.6357993545134,-0.2704607639031992
828.5,-160.05853226124464,-2.2849593920606917
829.0,-156.1448451362513,-2.24056759623703
829.5,-167.10394778412825,-0.38864644067175474
830.0,-155.68397894901403,1.8010591101891027
830.5,-172.0791035309146,1.9338832347094377
831.0,-160.51190440201324,-1.5148533606407173
831.5,-162.91302188846672,-2.115342549907355
832.0,-168.90688512361666,-0.07663735803854263
832.5,-161.6648633567392,-2.136786593090674
833.0,-162.86103972807095,2.4063476443610243
833.5,-165.32090902808227,0.35431787773968776
834.0,-175.88387641287278,-1.9567870807423935
834.5,-170.6374990477916,-2.5967592632841914
835.0,-169.27159905372417,-2.028284327776801
835.5,-171.43132335994667,-2.877985761949444
836.0,-172.05594635809962,0.08417516753535371
836.5,-174.26787998842667,2.1951502495166784
837.0,-177.63411903134465,1.8219085582502035
837.5,-171.7845356175497,-1.9560340193301973
838.0,-181.83162164063987,2.466866397462893
838.5,-177.04016956436374,-2.275845426093038
839.0,-165.09334069954184,2.388955881843521
839.5,-166.4748949064342,1.4222895110317364
840.0,-175.96457298728782,-2.980403023403818
840.5,-172.68932310953994,0.46009918335520755
841.0,-177.2744023076907,-2.5064718112052065
841.5,-170.00897732409985,0.2125431380653986
842.0,-183.10783191095098,0.10020015822226382
842.5,-171.23539755084292,-1.3388134613857474
843.0,-170.42860379792532,-3.1029119985224667
843.5,-172.41277947770794,-2.342100171266271
844.0,-180.36470350784327,-2.7080768696448243
844.5,-178.86012133979304,-0.824383825875162
845.0,-178.08938407526003,0.8350201989051129
845.5,-178.37198888280847,1.9899576600576758
846.0,-174.64747766336848,2.205447910579229
846.5,-175.8305790228528,0.1950389722736199
847.0,-190.74901564591795,1.5240412961476328
847.5,-197.27754715258305,-0.18360028695982683
848.0,-184.3657077248869,1.3784584989779223
848.5,-180.0422289290117,-0.41262667460085406
849.0,-191.81612404967797,2.114589335831019
849.5,-184.51346588838862,2.954555732741163
850.0,-190.38854951677664,-0.5168243162896828
850.5,-183.50107202443056,-0.6911186272808134
851.0,-178.08018822504792,0.5424108505085412
851.5,-194.16516540792776,-0.4059750129963509
852.0,-188.2188664144179,1.1621082459993282
852.5,-182.64580025686072,2.880121364786799
853.0,-190.15418439711584,-0.04708042875515907
853.5,-192.4306396702745,-1.792349802127892
854.0,-186.61607560981764,1.3934507925237896
854.5,-181.67885317463683,-2.4125511202247276
855.0,-186.8979643729689,-0.6796890806446251
855.5,-193.67229233509954,-1.1897678661256565
856.0,-184.2650060451374,1.2744134903163669
856.5,-185.72097274699755,-2.416596511130771
857.0,-189.71392206411056,-1.2537915148890473
857.5,-189.34026564802056,-1.4245444030965209
858.0,-196.8021624454314,-2.609215002529069
858.5,-201.80736601572121,1.0505880734536401
859.0,-188.9543522749625,2.378750324242153
859.5,-194.44554946714405,1.7303795737114869
860.0,-200.86816606543573,-0.274017471031362
860.5,-199.48178358555654,2.838915520343527
861.0,-188.18292822823867,1.2506969075498373
861.5,-196.4040520088002,-1.1358014015002975
862.0,-190.511973321935,-0.5075489366027341
862.5,-209.1353548923002,0.3634971845861002
863.0,-193.53342905059762,1.6117963028244582
863.5,-204.18803889636172,1.120059374086301
864.0,-198.4658288827833,-0.19563612252934132
864.5,-197.12986730530363,-3.019653091173055
865.0,-193.2588418606393,-1.0424397437061603
865.5,-209.19157899817907,0.04068334338894672
866.0,-204.5779181410974,2.5452388293113932
866.5,-193.05964736367537,-1.7244671630893307
867.0,-202.64788001960622,-0.48621100789578553
867.5,-202.71809650224017,0.35028384679073465
868.0,-205.7986276244314,0.5612939849577165
868.5,-196.78597950936438,-2.0389078444019746
869.0,-196.81864077336695,-1.7874700254546025
869.5,-212.28964518253147,0.8403757896207387
870.0,-208.2329316092896,-2.3249551085876243
870.5,-209.41385911341825,0.020407244991469432
871.0,-207.45372031015737,-1.7808405598211332
871.5,-199.77609264639142,1.4190349549968317
872.0,-203.99579739975997,2.6014437834486284
872.5,-208.75858078599964,-3.03578704249681
873.0,-206.48158498828852,0.6748626125260476
873.5,-207.9352775277306,0.13830655196899092
874.0,-206.36294623714053,-3.0069693964897843
874.5,-207.51442323958173,-0.4063115736346408
875.0,-206.58891979393016,0.511077903414484
875.5,-211.7893130804017,-0.895143736631594
876.0,-214.44879387017184,2.2830746617056548
876.5,-211.7296918084385,1.0752730760326212
877.0,-207.35235114909858,-2.125013820233366
877.5,-213.66470343527664,-1.105796495534398
878.0,-208.02879826828448,3.021441572115652
878.5,-211.12034294427758,1.4496946253130272
879.0,-217.61758326112866,2.152495586033692
879.5,-209.10529024500244,-1.8263169132547552
880.0,-219.33884034707154,2.2478983837681943
880.5,-215.37983169037346,-0.49555394535513836
881.0,-212.5852369156616,2.5200324850857156
881.5,-216.9780791314649,-0.6414208640916476
882.0,-223.27269285719728,-1.491422991179217
882.5,-222.78205220245798,-2.040125540614031
883.0,-221.4474569683442,-2.285023828694445
883.5,-216.5077626553594,2.2412521167485573
884.0,-220.32808210357987,-0.3822189459396846
884.5,-221.4524692976181,2.0377196244667446
885.0,-224.67557842534097,-0.1975999998452675
885.5,-226.1630051804298,0.028602706807896127
886.0,-235.0652414208024,1.101936180388487
886.5,-220.42687032766565,-0.1589346247902114
887.0,-217.34441229942132,1.0026188974668713
887.5,-222.27742060985082,-1.0114789898467167
888.0,-232.12457748057207,2.5816172875020014
888.5,-223.28389938401614,-0.08488227225683452
889.0,-218.96761529878597,1.569427796615228
889.5,-222.79365026395845,1.1487834043475023
890.0,-245.40532556142193,-2.995197197878634
890.5,-225.65985069379502,1.8366449663583262
891.0,-220.29566090527464,2.784109968587496
891.5,-226.16634265061012,-1.4694263042452098
892.0,-230.71890887078928,3.097622066237903
892.5,-243.3666104168371,-1.7987555907713202
893.0,-224.29747244408884,3.085974411444487
893.5,-230.5159371015515,-3.11198609182259
894.0,-224.5170591303915,0.8245094988545865
894.5,-226.37014710349416,-1.6237716924042074
895.0,-228.01163131649844,2.629188054630478
895.5,-230.17256181882178,-1.6758448802896784
896.0,-230.7731411639943,-2.7500443040569134
896.5,-233.4268574994665,-1.556446548608747
897.0,-249.77709869964423,-1.8543945288847055
897.5,-230.71224601231987,0.4462015431737867
898.0,-246.51361736921896,0.4857111132665684
898.5,-242.77347806434693,1.0845602293374628
899.0,-232.7115692492471,-1.747105296366907
899.5,-232.59088589993624,1.265510579536278
900.0,-235.57464576178884,-0.34542049483997855
900.5,-239.67921312876584,-0.09657612127451091
901.0,-241.32272942074076,-1.440907510296967
901.5,-236.3190849175498,-3.000780538933893
902.0,-234.10441689473132,3.0705171384624705
902.5,-243.25283556762753,1.188275722090704
903.0,-234.67374716962948,1.3672459707627393
903.5,-269.08735014341295,1.3979752783660957
904.0,-248.15328138286847,0.30974201109093014
904.5,-238.9914263709452,-2.2772074007998375
905.0,-248.55842883775338,-0.36461326064439936
905.5,-241.4514357261869,0.37585618523846936
906.0,-252.88273120061893,-1.6071768164200306
906.5,-240.72899368975965,1.092313858010971
907.0,-241.69212139938978,-0.14868836141785816
907.5,-242.7184264200551,1.6844546717031015
908.0,-250.1592695372214,0.5891224809448171
908.5,-247.5875378191829,-0.5150120840994028
909.0,-249.62318862243393,-0.5352346134438
909.5,-243.18230858643494,1.7785653226628804
910.0,-249.49388841480572,-2.187424151310804
910.5,-247.0249523650006,2.5218335630770405
911.0,-248.41484302607597,-0.5425727572814943
911.5,-245.85202983999946,-2.850999016405379
912.0,-251.39690011235302,3.109494245680305
912.5,-253.9967415491805,-0.9094183607101104
913.0,-253.54142666901987,1.208040926903427
913.5,-255.36327269961384,0.13105586697161994
914.0,-246.0577861854267,-2.5583938988552
914.5,-260.27224611065293,2.066344190143231
915.0,-248.28075864942804,-2.123561404946942
915.5,-252.590365485908,-1.4352629473242566
916.0,-250.88153176742836,-0.04381977247868049
916.5,-259.77913336379424,-0.4509700390757137
917.0,-263.40018749950923,-1.9290398487209492
917.5,-258.94146999559246,0.5366962142698362
918.0,-259.5786059936244,1.7271873586476985
918.5,-255.33303325618988,0.1166404445655604
919.0,-253.06980512474422,-1.0485629127587046
919.5,-268.7661703153913,2.9489040711845407
920.0,-263.58302143125786,0.5219443619436219
920.5,-256.2854736091447,-0.8600460021745189
921.0,-262.6487872741655,0.3819609234969263
921.5,-275.3522813406867,1.548466279675331
922.0,-269.27501575877886,0.5994774367752217
922.5,-263.2465673235324,2.352013520005201
923.0,-260.5313791456026,-1.8255403763060882
923.5,-264.620957267747,-1.0405714162410216
924.0,-260.5210093599451,-0.157377221052381
924.5,-264.3925141664866,-2.729366367581294
925.0,-261.11769829515833,0.5584391329283255
925.5,-269.025982058483,0.2211034096088679
926.0,-266.98209826326496,-3.042830325749528
926.5,-272.36474326616195,-2.7947122266550424
927.0,-269.1057465199276,-3.102464172145865
927.5,-263.57516510703124,-1.3025719436173142
928.0,-270.21284150672335,3.114680256931147
928.5,-273.86658141462635,-0.689582314692507
929.0,-278.0501804553248,-2.5832779052701764
929.5,-267.036652864595,-1.6813525124544604
930.0,-277.1981651247172,1.0217938853618966
930.5,-273.48926008886457,-2.7276344365271035
931.0,-268.13986248627003,0.42050927695782875
931.5,-283.19318899469687,-2.2757339983893328
932.0,-272.4735221489941,0.1654464829317441
932.5,-280.821212185626,2.1228110201709516
933.0,-269.9485786915613,2.859488954665729
933.5,-286.69068098760204,-2.7130103936584558
934.0,-278.04168504061647,-2.108619590989201
934.5,-274.78095999466586,1.7949895483630813
935.0,-276.61337903406474,-1.1702334027870778
935.5,-288.1836668554753,-1.3384224337719768
936.0,-279.39410933813133,1.5813811596587877
936.5,-278.984973100907,1.6479535812751909
937.0,-281.85937235105723,2.65216612245034
937.5,-280.8570277779798,-2.972071144628979
938.0,-284.105186115329,-1.7378951993874012
938.5,-280.4531055137216,0.5290259009998723
939.0,-281.0077172165926,-2.1020745901600284
939.5,-286.12246421275404,0.35436255749428486
940.0,-288.00775307640185,-1.0326867791112422
940.5,-288.76994542029433,0.40306499532773343
941.0,-283.1344306780578,-2.0276194555653935
941.5,-284.4909516552844,0.6934471725894236
942.0,-304.8421584497493,1.3737355736140318
942.5,-292.82546469770034,-1.3650990908563438
943.0,-302.9674056158444,-2.2913086441856705
943.5,-287.99414141689425,-1.059131874601182
944.0,-283.9727569392824,-0.11196733255246671
944.5,-301.6180312507773,-0.7889612273548388
945.0,-284.32828701223315,0.46593929416231594
945.5,-290.47775283382384,-2.8234223781483205
946.0,-292.31809582501654,0.7426485260074738
946.5,-285.1122262621147,2.41255022930858
947.0,-301.9601307058468,-2.821072125204262
947.5,-306.40790257540414,-2.849815532600263
948.0,-299.4322335663276,-2.731320384506205
948.5,-295.99635034316725,-1.013116349047568
949.0,-293.2210098130394,-2.010177404429732
949.5,-303.39373668821673,-2.080227421994163
950.0,-296.2605073717891,-0.24048833145977755
950.5,-295.5645196105315,-1.2068873365375339
951.0,-309.1219702503414,2.4982938800595673
951.5,-295.7565029393917,-2.5927529635568507
952.0,-299.90939350892165,-2.2419009797680385
