Frequency_Hz,Magnitude_dBFS,Phase_rad
75.0,-14.813561250540399,-1.0708506501506154
75.5,-3.9429906689729983,0.7375425242122006
76.0,-12.816576793062364,-0.16401140157388683
76.5,-10.800769856390337,1.4014462457123915
77.0,-17.759212374624106,-0.935969459073897
77.5,-23.2678255596738,-1.4095054822036779
78.0,-12.271978101279483,0.6374152652482274
78.5,-22.451850818632465,1.1851275512238226
79.0,-10.570140044364258,-1.085002132362581
79.5,-17.481572527425136,-0.33829982295024824
80.0,-10.110377202586196,-1.6098648042655213
80.5,-8.227513242402233,-1.313394667811562
81.0,-22.195769078663513,-2.4149257104512727
81.5,-13.041625230445263,1.7396304880183715
82.0,-10.328288771415933,2.327664352949744
82.5,-10.405187188235885,1.009313316808038
83.0,-13.996710036945965,2.622218638525875
83.5,-50.133738977084896,0.5843917099647643
84.0,-8.06854125156481,-0.22437699519694662
84.5,-7.462428429835609,-1.2187312951925988
85.0,-6.078043733887277,2.551196157543695
85.5,-17.073085725806077,-0.5889229976468097
86.0,-8.780836387873972,0.4902660248501441
86.5,-12.018189782538913,-1.845055723340861
87.0,-7.963185366601536,2.307533552074306
87.5,-18.502983420521375,1.955254951001261
88.0,-9.340580832359578,-1.962023393387838
88.5,-13.557088576588255,-1.3381011736611745
89.0,-6.950661059423002,-1.0257714030957847
89.5,-16.413785397896653,-0.5851121172667423
90.0,-7.334120125115548,-1.6498006037836581
90.5,-12.298437587559201,2.548144907480518
91.0,-11.05971847292155,-3.0996438667767094
91.5,-17.090185521837196,2.91487563672612
92.0,-11.591763573185794,-2.2021558383465143
92.5,-16.960794371238677,-0.012895063857906943
93.0,-14.82749205940135,0.015927468130733497
93.5,-11.727670703427203,-1.5840951497330156
94.0,-12.02061388980465,2.4766017212056983
94.5,-13.16375680144713,2.7112601701654664
95.0,-16.916450165109104,-0.4282361326887261
95.5,-11.162411419234406,1.861511932551149
96.0,-9.767275000659264,-2.7018694990727523
96.5,-7.6999018225186315,-0.9777583250538959
97.0,-7.58536296072296,0.0032359759233845076
97.5,-10.95173917904316,0.8928771598507749
98.0,-8.967213798978053,-0.013899785069696038
98.5,-11.754840445092077,3.1241956019477275
99.0,-17.27737688472604,3.0093761786443194
99.5,-5.826889507536746,1.5449337232375107
100.0,-5.536049516254085,-2.6105511339437157
100.5,-19.883421852533193,1.8490252523731827
101.0,-11.360045979218247,-1.6697016164890726
101.5,-15.679147934330185,-1.9855677310132989
102.0,-13.148057654374178,0.2418679630391171
102.5,-13.288169384462396,0.28341349732090887
103.0,-10.255378511986212,1.882282789305682
103.5,-13.75213109258465,-0.47114010864602335
104.0,-9.272942749340327,2.3513724718715054
104.5,-13.2629074330878,2.3135051880277118
105.0,-14.687331590718117,-1.5186923342231116
105.5,-18.073292022689607,-0.9888016555735438
106.0,-7.229691132976036,-2.181078328034094
106.5,-18.31357444103732,0.7803084828224038
