Frequency (Hz),Window1 Gain,Window2 Gain
259.0,7.072747210114336e-05,7.072747210114336e-05
259.5,7.358544105744711e-05,7.358544105744711e-05
260.0,7.655259709911224e-05,7.655259709911224e-05
260.5,7.96328448929838e-05,7.96328448929838e-05
261.0,8.283021791248915e-05,8.283021791248915e-05
261.5,8.614888226650137e-05,8.614888226650137e-05
262.0,8.959314062645094e-05,8.959314062645094e-05
262.5,9.316743625365235e-05,9.316743625365235e-05
263.0,9.687635712883503e-05,9.687635712883503e-05
263.5,0.00010072464018588387,0.00010072464018588387
264.0,0.00010471717565181694,0.00010471717565181694
264.5,0.00010885901149504502,0.00010885901149504502
265.0,0.00011315535798397353,0.00011315535798397353
265.5,0.00011761159235802871,0.00011761159235802871
266.0,0.0001222332636132011,0.0001222332636132011
266.5,0.00012702609740421937,0.00012702609740421937
267.0,0.00013199600106547922,0.00013199600106547922
267.5,0.00013714906875286867,0.00013714906875286867
268.0,0.0001424915867086412,0.0001424915867086412
268.5,0.00014803003865150057,0.00014803003865150057
269.0,0.0001537711112940776,0.0001537711112940776
269.5,0.000159721699989981,0.000159721699989981
270.0,0.00016588891451261805,0.00016588891451261805
270.5,0.00017228008496798986,0.00017228008496798986
271.0,0.00017890276784366914,0.00017890276784366914
271.5,0.0001857647521961775,0.0001857647521961775
272.0,0.00019287406597898017,0.00019287406597898017
272.5,0.00020023898251331885,0.00020023898251331885
273.0,0.00020786802710411222,0.00020786802710411222
273.5,0.00021576998380314256,0.00021576998380314256
274.0,0.00022395390232175064,0.00022395390232175064
274.5,0.00023242910509526453,0.00023242910509526453
275.0,0.00024120519450137107,0.00024120519450137107
275.5,0.00025029206023464035,0.00025029206023464035
276.0,0.0002596998868394053,0.0002596998868394053
276.5,0.0002694391614031882,0.0002694391614031882
277.0,0.00027952068141284944,0.00027952068141284944
277.5,0.00028995556277562926,0.00028995556277562926
278.0,0.0003007552480072321,0.0003007552480072321
278.5,0.0003119315145890839,0.0003119315145890839
279.0,0.0003234964834968793,0.0003234964834968793
279.5,0.00033546262790251185,0.00033546262790251185
280.0,0.00034784278205145025,0.00034784278205145025
280.5,0.000360650150317609,0.000360650150317609
281.0,0.0003738983164377231,0.0003738983164377231
281.5,0.0003876012529272101,0.0003876012529272101
282.0,0.0004017733306794729,0.0004017733306794729
282.5,0.00041642932875054963,0.00041642932875054963
283.0,0.0004315844443309935,0.0004315844443309935
283.5,0.0004472543029068107,0.0004472543029068107
284.0,0.0004634549686112509,0.0004634549686112509
284.5,0.00048020295476919117,0.00048020295476919117
285.0,0.000497515234635808,0.000497515234635808
285.5,0.0005154092523311781,0.0005154092523311781
286.0,0.0005339029339723982,0.0005339029339723982
286.5,0.0005530146990047442,0.0005530146990047442
287.0,0.0005727634717333404,0.0005727634717333404
287.5,0.0005931686930567432,0.0005931686930567432
288.0,0.0006142503324037603,0.0006142503324037603
288.5,0.0006360288998747813,0.0006360288998747813
289.0,0.0006585254585887934,0.0006585254585887934
289.5,0.0006817616372372029,0.0006817616372372029
290.0,0.000705759642845475,0.000705759642845475
290.5,0.000730542273743546,0.000730542273743546
291.0,0.0007561329327458495,0.0007561329327458495
291.5,0.000782555640541723,0.000782555640541723
292.0,0.0008098350492968564,0.0008098350492968564
292.5,0.0008379964564663324,0.0008379964564663324
293.0,0.0008670658188197422,0.0008670658188197422
293.5,0.0008970697666786954,0.0008970697666786954
294.0,0.000928035618366987,0.000928035618366987
294.5,0.0009599913948735279,0.0009599913948735279
295.0,0.0009929658347280412,0.0009929658347280412
295.5,0.001026988409089407,0.001026988409089407
296.0,0.001062089337046396,0.001062089337046396
296.5,0.0010982996011304072,0.0010982996011304072
297.0,0.0011356509630396892,0.0011356509630396892
297.5,0.0011741759795743743,0.0011741759795743743
298.0,0.0012139080187815233,0.0012139080187815233
298.5,0.001254881276309205,0.001254881276309205
299.0,0.0012971307919685145,0.0012971307919685145
299.5,0.0013406924665022254,0.0013406924665022254
300.0,0.0013856030785586637,0.0013856030785586637
300.5,0.0014319003018691716,0.0014319003018691716
301.0,0.0014796227226273938,0.0014796227226273938
301.5,0.0015288098570684224,0.0015288098570684224
302.0,0.001579502169245637,0.001579502169245637
302.5,0.0016317410890029527,0.0016317410890029527
303.0,0.0016855690301399032,0.0016855690301399032
303.5,0.0017410294087668791,0.0017410294087668791
304.0,0.0017981666618475832,0.0017981666618475832
304.5,0.001857026265925568,0.001857026265925568
305.0,0.0019176547560315516,0.0019176547560315516
305.5,0.001980099744767912,0.001980099744767912
306.0,0.002044409941566624,0.002044409941566624
306.5,0.0021106351721166356,0.0021106351721166356
307.0,0.002178826397956434,0.002178826397956434
307.5,0.0022490357362273676,0.0022490357362273676
308.0,0.002321316479583003,0.002321316479583003
308.5,0.002395723116249601,0.002395723116249601
309.0,0.0024723113502324737,0.0024723113502324737
309.5,0.002551138121662835,0.002551138121662835
310.0,0.0026322616272793932,0.0026322616272793932
310.5,0.0027157413410387734,0.0027157413410387734
311.0,0.0028016380348484843,0.0028016380348484843
311.5,0.0028900137994159925,0.0028900137994159925
312.0,0.002980932065207077,0.002980932065207077
312.5,0.003074457623506462,0.003074457623506462
313.0,0.003170656647573369,0.003170656647573369
313.5,0.003269596713884348,0.003269596713884348
314.0,0.003371346823455549,0.003371346823455549
314.5,0.0034759774232361383,0.0034759774232361383
315.0,0.003583560427564437,0.003583560427564437
315.5,0.0036941692396779313,0.0036941692396779313
316.0,0.0038078787732680535,0.0038078787732680535
316.5,0.003924765474070341,0.003924765474070341
317.0,0.004044907341480214,0.004044907341480214
317.5,0.004168383950184348,0.004168383950184348
318.0,0.004295276471797259,0.004295276471797259
318.5,0.004425667696492455,0.004425667696492455
319.0,0.0045596420546171156,0.0045596420546171156
319.5,0.00469728563827898,0.00469728563827898
320.0,0.004838686222893777,0.004838686222893777
320.5,0.004983933288681234,0.004983933288681234
321.0,0.005133118042097302,0.005133118042097302
321.5,0.005286333437189985,0.005286333437189985
322.0,0.005443674196865724,0.005443674196865724
322.5,0.005605236834053076,0.005605236834053076
323.0,0.005771119672749974,0.005771119672749974
323.5,0.005941422868940546,0.005941422868940546
324.0,0.006116248431367235,0.006116248431367235
324.5,0.006295700242143394,0.006295700242143394
325.0,0.006479884077191446,0.006479884077191446
325.5,0.00666890762649122,0.00666890762649122
326.0,0.006862880514122666,0.006862880514122666
326.5,0.007061914318087018,0.007061914318087018
327.0,0.00726612258988995,0.00726612258988995
327.5,0.007475620873869971,0.007475620873869971
328.0,0.007690526726255089,0.007690526726255089
328.5,0.007910959733930247,0.007910959733930247
329.0,0.008137041532897852,0.008137041532897852
329.5,0.008368895826413295,0.008368895826413295
330.0,0.008606648402777127,0.008606648402777127
330.5,0.0088504271527651,0.0088504271527651
331.0,0.009100362086677092,0.009100362086677092
331.5,0.00935658535098549,0.00935658535098549
332.0,0.009619231244563436,0.009619231244563436
332.5,0.00988843623447289,0.00988843623447289
333.0,0.01016433897129218,0.01016433897129218
333.5,0.010447080303962608,0.010447080303962608
334.0,0.010736803294132971,0.010736803294132971
334.5,0.011033653229981013,0.011033653229981013
335.0,0.011337777639490319,0.011337777639490319
335.5,0.011649326303160753,0.011649326303160753
336.0,0.01196845126613062,0.01196845126613062
336.5,0.012295306849688152,0.012295306849688152
337.0,0.01263004966214976,0.01263004966214976
337.5,0.012972838609082396,0.012972838609082396
338.0,0.013323834902846858,0.013323834902846858
338.5,0.013683202071438845,0.013683202071438845
339.0,0.014051105966604246,0.014051105966604246
339.5,0.014427714771205039,0.014427714771205039
340.0,0.014813199005811819,0.014813199005811819
340.5,0.015207731534498923,0.015207731534498923
341.0,0.015611487569817803,0.015611487569817803
341.5,0.01602464467692435,0.01602464467692435
342.0,0.01644738277683542,0.01644738277683542
342.5,0.01687988414878991,0.01687988414878991
343.0,0.01732233343168942,0.01732233343168942
343.5,0.01777491762459364,0.01777491762459364
344.0,0.018237826086245225,0.018237826086245225
344.5,0.01871125053359897,0.01871125053359897
345.0,0.01919538503933015,0.01919538503933015
345.5,0.019690426028296466,0.019690426028296466
346.0,0.020196572272928374,0.020196572272928374
346.5,0.020714024887522334,0.020714024887522334
347.0,0.021242987321411486,0.021242987321411486
347.5,0.021783665350988364,0.021783665350988364
348.0,0.022336267070554267,0.022336267070554267
348.5,0.022901002881969706,0.022901002881969706
349.0,0.02347808548308093,0.02347808548308093
349.5,0.024067729854896826,0.024067729854896826
350.0,0.024670153247491507,0.024670153247491507
350.5,0.025285575164607003,0.025285575164607003
351.0,0.025914217346931563,0.025914217346931563
351.5,0.0265563037540285,0.0265563037540285
352.0,0.02721206054489098,0.02721206054489098
352.5,0.027881716057098466,0.027881716057098466
353.0,0.028565500784550377,0.028565500784550377
353.5,0.029263647353753083,0.029263647353753083
354.0,0.029976390498636492,0.029976390498636492
354.5,0.030703967033876702,0.030703967033876702
355.0,0.031446615826701496,0.031446615826701496
355.5,0.03220457776715592,0.03220457776715592
356.0,0.032978095736805366,0.032978095736805366
356.5,0.033767414575854034,0.033767414575854034
357.0,0.03457278104865687,0.03457278104865687
357.5,0.035394443807603836,0.035394443807603836
358.0,0.036232653355355485,0.036232653355355485
358.5,0.03708766200540927,0.03708766200540927
359.0,0.037959723840976914,0.037959723840976914
359.5,0.03884909467215295,0.03884909467215295
360.0,0.039756031991355995,0.039756031991355995
360.5,0.04068079492702392,0.04068079492702392
361.0,0.041623644195545526,0.041623644195545526
361.5,0.04258484205141123,0.04258484205141123
362.0,0.04356465223556645,0.04356465223556645
362.5,0.04456333992195188,0.04456333992195188
363.0,0.04558117166221503,0.04558117166221503
363.5,0.04661841532857919,0.04661841532857919
364.0,0.04767534005485563,0.04767534005485563
364.5,0.048752216175586255,0.048752216175586255
365.0,0.049849315163304486,0.049849315163304486
365.5,0.05096690956390318,0.05096690956390318
366.0,0.05210527293009892,0.05210527293009892
366.5,0.05326467975298296,0.05326467975298296
367.0,0.05444540539165054,0.05444540539165054
367.5,0.05564772600090018,0.05564772600090018
368.0,0.0568719184569965,0.0568719184569965
368.5,0.058118260281490634,0.058118260281490634
369.0,0.059387029563093136,0.059387029563093136
369.5,0.060678504877595865,0.060678504877595865
370.0,0.06199296520583964,0.06199296520583964
370.5,0.06333068984972642,0.06333068984972642
371.0,0.06469195834627486,0.06469195834627486
371.5,0.06607705037972025,0.06607705037972025
372.0,0.06748624569166008,0.06748624569166008
372.5,0.06891982398924817,0.06891982398924817
373.0,0.0703780648514417,0.0703780648514417
373.5,0.07186124763330587,0.07186124763330587
374.0,0.0733696513683829,0.0733696513683829
374.5,0.0749035546691332,0.0749035546691332
375.0,0.0764632356254577,0.0764632356254577
375.5,0.07804897170131155,0.07804897170131155
376.0,0.0796610396294209,0.0796610396294209
376.5,0.08129971530411585,0.08129971530411585
377.0,0.082965273672294,0.082965273672294
377.5,0.08465798862252998,0.08465798862252998
378.0,0.08637813287234863,0.08637813287234863
378.5,0.0881259778536803,0.0881259778536803
379.0,0.08990179359651751,0.08990179359651751
379.5,0.09170584861079617,0.09170584861079617
380.0,0.09353840976652206,0.09353840976652206
380.5,0.09539974217216929,0.09539974217216929
381.0,0.09729010905137457,0.09729010905137457
381.5,0.09920977161795642,0.09920977161795642
382.0,0.10115898894928725,0.10115898894928725
382.5,0.10313801785804896,0.10313801785804896
383.0,0.10514711276240468,0.10514711276240468
383.5,0.10718652555461924,0.10718652555461924
384.0,0.10925650546816447,0.10925650546816447
384.5,0.11135729894334544,0.11135729894334544
385.0,0.11348914949148621,0.11348914949148621
385.5,0.1156522975577147,0.1156522975577147
386.0,0.11784698038238828,0.11784698038238828
386.5,0.12007343186120333,0.12007343186120333
387.0,0.12233188240403302,0.12233188240403302
387.5,0.12462255879253924,0.12462255879253924
388.0,0.12694568403660778,0.12694568403660778
388.5,0.12930147722965438,0.12930147722965438
389.0,0.13169015340285375,0.13169015340285375
389.5,0.1341119233783441,0.1341119233783441
390.0,0.13656699362146044,0.13656699362146044
390.5,0.13905556609205336,0.13905556609205336
391.0,0.14157783809494978,0.14157783809494978
391.5,0.14413400212961489,0.14413400212961489
392.0,0.14672424573907508,0.14672424573907508
392.5,0.1493487513581646,0.1493487513581646
393.0,0.1520076961611581,0.1520076961611581
393.5,0.1547012519088552,0.1547012519088552
394.0,0.15742958479518224,0.15742958479518224
394.5,0.1601928552933799,0.1601928552933799
395.0,0.16299121800184543,0.16299121800184543
395.5,0.16582482148970043,0.16582482148970043
396.0,0.16869380814215587,0.16869380814215587
396.5,0.17159831400574857,0.17159831400574857
397.0,0.1745384686335229,0.1745384686335229
397.5,0.17751439493023477,0.17751439493023477
398.0,0.18052620899765467,0.18052620899765467
398.5,0.18357401998004907,0.18357401998004907
399.0,0.18665792990991967,0.18665792990991967
399.5,0.1897780335540815,0.1897780335540815
400.0,0.19293441826016322,0.19293441826016322
400.5,0.19612716380361173,0.19612716380361173
401.0,0.19935634223528678,0.19935634223528678
401.5,0.20262201772973043,0.20262201772973043
402.0,0.20592424643419874,0.20592424643419874
402.5,0.20926307631854282,0.20926307631854282
403.0,0.2126385470260283,0.2126385470260283
403.5,0.21605068972518207,0.21605068972518207
404.0,0.21949952696275757,0.21949952696275757
404.5,0.22298507251790906,0.22298507251790906
405.0,0.22650733125766734,0.22650733125766734
405.5,0.23006629899380907,0.23006629899380907
406.0,0.2336619623412137,0.2336619623412137
406.5,0.23729429857780118,0.23729429857780118
407.0,0.2409632755061459,0.2409632755061459
407.5,0.24466885131686086,0.24466885131686086
408.0,0.2484109744538484,0.2484109744538484
408.5,0.2521895834815127,0.2521895834815127
409.0,0.25600460695403116,0.25600460695403116
409.5,0.25985596328677973,0.25985596328677973
410.0,0.26374356063001075,0.26374356063001075
410.5,0.2676672967448782,0.2676672967448782
411.0,0.27162705888190924,0.27162705888190924
411.5,0.2756227236620174,0.2756227236620174
412.0,0.2796541569601556,0.2796541569601556
412.5,0.2837212137917055,0.2837212137917055
413.0,0.28782373820169926,0.28782373820169926
413.5,0.2919615631569717,0.2919615631569717
414.0,0.2961345104413373,0.2961345104413373
414.5,0.3003423905538897,0.3003423905538897
415.0,0.3045850026105176,0.3045850026105176
415.5,0.30886213424873254,0.30886213424873254
416.0,0.3131735615359038,0.3131735615359038
416.5,0.31751904888099264,0.31751904888099264
417.0,0.32189834894987984,0.32189834894987984
417.5,0.32631120258437835,0.32631120258437835
418.0,0.3307573387250235,0.3307573387250235
418.5,0.3352364743377292,0.3352364743377292
419.0,0.3397483143444014,0.3397483143444014
419.5,0.3442925515575968,0.3442925515575968
420.0,0.34886886661931304,0.34886886661931304
420.5,0.35347692794399815,0.35347692794399815
421.0,0.35811639166586196,0.35811639166586196
421.5,0.3627869015905751,0.3627869015905751
422.0,0.36748808915143505,0.36748808915143505
422.5,0.37221957337008194,0.37221957337008194
423.0,0.3769809608218416,0.3769809608218416
423.5,0.3817718456057732,0.3817718456057732
424.0,0.3865918093194972,0.3865918093194972
424.5,0.39144042103887744,0.39144042103887744
425.0,0.39631723730262863,0.39631723730262863
425.5,0.4012218021019191,0.4012218021019191
426.0,0.4061536468750374,0.4061536468750374
426.5,0.41111229050718745,0.41111229050718745
427.0,0.4160972393354763,0.4160972393354763
427.5,0.42110798715915637,0.42110798715915637
428.0,0.4261440152551796,0.4261440152551796
428.5,0.43120479239912274,0.43120479239912274
429.0,0.4362897748915351,0.4362897748915351
429.5,0.44139840658976326,0.44139840658976326
430.0,0.4465301189452999,0.4465301189452999
430.5,0.4516843310467048,0.4516843310467048
431.0,0.4568604496681409,0.4568604496681409
431.5,0.4620578693235672,0.4620578693235672
432.0,0.4672759723266268,0.4672759723266268
432.5,0.4725141288562658,0.4725141288562658
433.0,0.47777169702811445,0.47777169702811445
433.5,0.4830480229716625,0.4830480229716625
434.0,0.48834244091325313,0.48834244091325313
434.5,0.4936542732649203,0.4936542732649203
435.0,0.4989828307190893,0.4989828307190893
435.5,0.5043274123491588,0.5043274123491588
436.0,0.5096873057159768,0.5096873057159768
436.5,0.5150617869802225,0.5150617869802225
437.0,0.5204501210207021,0.5204501210207021
437.5,0.5258515615585603,0.5258515615585603
438.0,0.5312653512874108,0.5312653512874108
438.5,0.5366907220093825,0.5366907220093825
439.0,0.5421268947770735,0.5421268947770735
439.5,0.5475730800414067,0.5475730800414067
440.0,0.5530284778053696,0.5530284778053696
440.5,0.5584922777836264,0.5584922777836264
441.0,0.563963659567978,0.563963659567978
441.5,0.5694417927986487,0.5694417927986487
442.0,0.5749258373413717,0.5749258373413717
442.5,0.5804149434702406,0.5804149434702406
443.0,0.5859082520562957,0.5859082520562957
443.5,0.5914048947618029,0.5914048947618029
444.0,0.5969039942401866,0.5969039942401866
444.5,0.6024046643415685,0.6024046643415685
445.0,0.607906010323864,0.607906010323864
445.5,0.6134071290693835,0.6134071290693835
446.0,0.6189071093068813,0.6189071093068813
446.5,0.6244050318389917,0.6244050318389917
447.0,0.629899969774989,0.629899969774989
447.5,0.6353909887688034,0.6353909887688034
448.0,0.6408771472622207,0.6408771472622207
448.5,0.6463574967331919,0.6463574967331919
449.0,0.6518310819491743,0.6518310819491743
449.5,0.6572969412254203,0.6572969412254203
450.0,0.6627541066881306,0.6627541066881306
450.5,0.6682016045423804,0.6682016045423804
451.0,0.6736384553447268,0.6736384553447268
451.5,0.679063674280401,0.679063674280401
452.0,0.6844762714449871,0.6844762714449871
452.5,0.6898752521304801,0.6898752521304801
453.0,0.695259617115622,0.695259617115622
453.5,0.7006283629604028,0.7006283629604028
454.0,0.705980482304614,0.705980482304614
454.5,0.7113149641703389,0.7113149641703389
455.0,0.7166307942682596,0.7166307942682596
455.5,0.7219269553076585,0.7219269553076585
456.0,0.727202427309988,0.727202427309988
456.5,0.7324561879258812,0.7324561879258812
457.0,0.7376872127554696,0.7376872127554696
457.5,0.7428944756718756,0.7428944756718756
458.0,0.7480769491477415,0.7480769491477415
458.5,0.7532336045846543,0.7532336045846543
459.0,0.7583634126453246,0.7583634126453246
459.5,0.7634653435883745,0.7634653435883745
460.0,0.7685383676055852,0.7685383676055852
